natural_key,id_province,id_prize,number,status,created_date,updated_date
﻿300d0da6-6eff-492e-b832-6a04c20e0fa1,XSHCM - 12A7,giai8,"	47",ER,6546,9999-12-31
﻿0ee54135-6cf7-49ec-b53f-41b7bdaef5f5,XSHCM - 12A7,giai7,"	353",ER,6546,9999-12-31
﻿b04d68af-47cd-4798-a552-0485add4e0d0,XSHCM - 12A7,giai6,"	7583",ER,6546,9999-12-31
﻿ef90d2e8-c09b-45c1-9721-834e94f7679b,XSHCM - 12A7,giai6,"	1442",ER,6546,9999-12-31
﻿001a1ee8-9910-457d-8676-8873188dd70c,XSHCM - 12A7,giai6,"	8979",ER,6546,9999-12-31
﻿d7f835a6-6db6-4c30-b779-a068172efc13,XSHCM - 12A7,giai5,"	7607",ER,6546,9999-12-31
﻿e2b9476b-0baa-4be9-ab4f-5d4c5499b181,XSHCM - 12A7,giai4,"	88247",ER,6546,9999-12-31
﻿02e34288-7b6a-47c3-be83-c290dfc4e0a3,XSHCM - 12A7,giai4,"	34716",ER,6546,9999-12-31
﻿a6dfc15e-aff5-47e3-acc6-5d7b2102b48a,XSHCM - 12A7,giai4,"	66967",ER,6546,9999-12-31
﻿05ed547c-d2a3-476d-89aa-a1ca4f127b30,XSHCM - 12A7,giai4,"	01501",ER,6546,9999-12-31
﻿1822aa7e-2c0e-4a19-875e-2705c5f2f7a9,XSHCM - 12A7,giai4,"	00741",ER,6546,9999-12-31
﻿b5ed67d4-61b5-45ab-89ec-806400ad94e4,XSHCM - 12A7,giai4,"	92512",ER,6546,9999-12-31
﻿3016d58c-64a4-4d17-bbf2-54abb191a2e6,XSHCM - 12A7,giai4,"	53315",ER,6546,9999-12-31
﻿a5057e92-b660-458a-9c6c-c413a24c1a67,XSHCM - 12A7,giai3,"	83899",ER,6546,9999-12-31
﻿4ba1de66-201c-46a2-ae55-83a38bc9f82a,XSHCM - 12A7,giai3,"	68937",ER,6546,9999-12-31
﻿cedc6306-048d-4d8d-8dcb-3acccd2a4022,XSHCM - 12A7,giai2,"	73073",ER,6546,9999-12-31
﻿86b06009-3c08-4294-b83f-2a07e227a2aa,XSHCM - 12A7,giai1,"	72207",ER,6546,9999-12-31
﻿ec6b2559-fa51-41a3-a931-177609f05d90,XSHCM - 12A7,giaidb,"	628749",ER,6546,9999-12-31
﻿65a9b448-94e6-4590-917e-465d1c4d684b,XSLA - 12K1,giai8,"	48",ER,6546,9999-12-31
﻿c3b8569d-933f-42d4-ba0e-c91ab62b8d3d,XSLA - 12K1,giai7,"	105",ER,6546,9999-12-31
﻿a6350f40-f362-434e-93b2-8a90f2ca428a,XSLA - 12K1,giai6,"	5271",ER,6546,9999-12-31
﻿14e01b62-8f8c-47bd-8e70-62234d093315,XSLA - 12K1,giai6,"	5799",ER,6546,9999-12-31
﻿4a81dba1-39fe-4b2e-901c-2c1f26f4cb30,XSLA - 12K1,giai6,"	2563",ER,6546,9999-12-31
﻿8b455b5c-9771-496f-89b2-44ea9b77ac45,XSLA - 12K1,giai5,"	8599",ER,6546,9999-12-31
﻿a7af099c-ad0a-4567-8307-73eefeca1ae4,XSLA - 12K1,giai4,"	97743",ER,6546,9999-12-31
