natural_key,id_province,id_prize,number,status,created_date,updated_date
﻿95ad22b9-9626-4ae8-b999-1856c3a2d81e,XSHCM - 10F2,giai8,83,ER,6513,9999-12-31
﻿8ae713aa-54c6-472d-b58b-41286751b4e1,XSHCM - 10F2,giai7,239,ER,6513,9999-12-31
﻿ce09e5f0-0c5d-4372-9dcc-6bef3cc48cd2,XSHCM - 10F2,giai6,7237,ER,6513,9999-12-31
﻿16dd015b-bed1-40fa-af28-210b0e36a941,XSHCM - 10F2,giai6,5057,ER,6513,9999-12-31
﻿69285429-cf49-46ef-b312-64a50b2d0c68,XSHCM - 10F2,giai6,5982,ER,6513,9999-12-31
﻿d6a47994-9ba6-42c6-b864-f72e462ff0c8,XSHCM - 10F2,giai5,7317,ER,6513,9999-12-31
﻿11f1cc4e-7c83-4bb3-a47d-710dcd730471,XSHCM - 10F2,giai4,82959,ER,6513,9999-12-31
﻿4bba7426-f7ca-4b42-9a49-c230de45a3ab,XSHCM - 10F2,giai4,07176,ER,6513,9999-12-31
﻿a61f1867-97b6-465f-96b0-ef4568617ba3,XSHCM - 10F2,giai4,89901,ER,6513,9999-12-31
﻿d746742e-32e1-4c0d-adb4-6af5e6e410b2,XSHCM - 10F2,giai4,07904,ER,6513,9999-12-31
﻿c7207da9-c1d5-4e8e-a7c5-699a041c75ec,XSHCM - 10F2,giai4,77112,ER,6513,9999-12-31
﻿35294320-e59b-4bc5-8a0d-56ee9349e780,XSHCM - 10F2,giai4,37597,ER,6513,9999-12-31
﻿de843881-6327-4059-aeec-e12102eb2e5a,XSHCM - 10F2,giai4,86782,ER,6513,9999-12-31
﻿1cb41ff4-8221-4824-8693-7daf29dcbd58,XSHCM - 10F2,giai3,37361,ER,6513,9999-12-31
﻿c99c3aa7-bf80-4516-8f38-5c22b38dd09a,XSHCM - 10F2,giai3,68286,ER,6513,9999-12-31
﻿e4de85f9-d17c-497a-8d39-071ff5af71c8,XSHCM - 10F2,giai2,84304,ER,6513,9999-12-31
﻿9e863821-3466-4e4d-b338-364f2b1aa559,XSHCM - 10F2,giai1,30696,ER,6513,9999-12-31
﻿f0ea7bf1-ba73-482c-9305-aa28f29dda6a,XSHCM - 10F2,giaidb,962455,ER,6513,9999-12-31
﻿fe2d779d-53f3-4ab4-aa57-1a8e0c2eabf8,XSDT - L44,giai8,07,ER,6513,9999-12-31
﻿6ea3f52e-3ee7-4437-a6b5-d8cb4e0c8b5a,XSDT - L44,giai7,051,ER,6513,9999-12-31
﻿a79b1216-deb8-4c12-bb7c-3259f516dae0,XSDT - L44,giai6,4516,ER,6513,9999-12-31
﻿0c159576-ca88-4ae0-a304-775c95d089f0,XSDT - L44,giai6,8750,ER,6513,9999-12-31
﻿4c1a7771-f489-4f46-8dca-6c6c03abca5e,XSDT - L44,giai6,7176,ER,6513,9999-12-31
﻿a1c54b48-371d-46fd-b5f7-1fc22837c8f9,XSDT - L44,giai5,1992,ER,6513,9999-12-31
﻿cf3d91c7-aece-454d-a5c6-c1ef8f135c9c,XSDT - L44,giai4,35664,ER,6513,9999-12-31
﻿6ebde30d-4605-4ff6-996e-cf14039a8ec7,XSDT - L44,giai4,90875,ER,6513,9999-12-31
﻿35665f5a-87cb-4679-a1c2-61affb1ba857,XSDT - L44,giai4,07591,ER,6513,9999-12-31
﻿f920e19a-eef2-4db4-9571-ae4277a2a413,XSDT - L44,giai4,29048,ER,6513,9999-12-31
﻿57ba4ea9-8eb2-443e-bacd-b4ab9de7d68d,XSDT - L44,giai4,54968,ER,6513,9999-12-31
﻿6ce077c8-e8da-4346-9eea-b3b227bfdda6,XSDT - L44,giai4,29504,ER,6513,9999-12-31
﻿0c6f246b-ea1e-4ebf-8753-74074c273cbd,XSDT - L44,giai4,87634,ER,6513,9999-12-31
﻿5b158977-53dc-4bd4-80ba-3d45c7090811,XSDT - L44,giai3,93571,ER,6513,9999-12-31
﻿7118fe1f-dade-4ba2-ab96-c9e24976408a,XSDT - L44,giai3,64503,ER,6513,9999-12-31
﻿0e2cbd6c-3e35-4e47-babd-6a238bbede59,XSDT - L44,giai2,83047,ER,6513,9999-12-31
﻿178ae3b4-f656-4eb6-9f98-43abf3bf4364,XSDT - L44,giai1,80956,ER,6513,9999-12-31
﻿31251d63-3b05-45d3-9818-0fe018a65cb1,XSDT - L44,giaidb,749143,ER,6513,9999-12-31
﻿592460da-7d32-4cb7-be53-594974fdba05,XSCM - 22-T10K5,giai8,77,ER,6513,9999-12-31
﻿71aacd71-e816-4735-aa38-65f955707a92,XSCM - 22-T10K5,giai7,901,ER,6513,9999-12-31
﻿5c97c4f9-41b9-409c-850b-f77b81199cf1,XSCM - 22-T10K5,giai6,2165,ER,6513,9999-12-31
﻿17d3420b-3b09-4cea-bfed-db3299a37930,XSCM - 22-T10K5,giai6,8724,ER,6513,9999-12-31
﻿2d907005-47e2-4286-bfd3-724f9e0db295,XSCM - 22-T10K5,giai6,3208,ER,6513,9999-12-31
﻿c404bb62-603a-4f4f-9ab1-0548fc9a3856,XSCM - 22-T10K5,giai5,9644,ER,6513,9999-12-31
﻿364b60bf-d915-4443-ae8a-18ee34e8bf44,XSCM - 22-T10K5,giai4,56661,ER,6513,9999-12-31
﻿7b6a9d38-064f-4e87-b03e-151883e29f40,XSCM - 22-T10K5,giai4,67467,ER,6513,9999-12-31
﻿c31162e0-b127-4223-9173-e487ccdfc033,XSCM - 22-T10K5,giai4,46586,ER,6513,9999-12-31
﻿e6491d7d-3ec2-4edf-88c8-2c7c9a59f157,XSCM - 22-T10K5,giai4,15024,ER,6513,9999-12-31
﻿a0c80d9f-2b94-4850-a7b2-8862c6e8a6b6,XSCM - 22-T10K5,giai4,10194,ER,6513,9999-12-31
﻿f32d519a-0292-4611-a4bb-d486917739e3,XSCM - 22-T10K5,giai4,63684,ER,6513,9999-12-31
﻿eeeea1e6-4b23-4ca6-9843-fdf8b302cdb4,XSCM - 22-T10K5,giai4,19454,ER,6513,9999-12-31
﻿be3598b5-f36a-41c6-9b83-6e71235e58a9,XSCM - 22-T10K5,giai3,80377,ER,6513,9999-12-31
﻿365c15dc-8c1e-41c8-aad4-1114f027d69f,XSCM - 22-T10K5,giai3,54711,ER,6513,9999-12-31
﻿2f2bd199-609d-4bb4-b497-160f5a562947,XSCM - 22-T10K5,giai2,70700,ER,6513,9999-12-31
﻿5ccbd6ce-2339-4ae0-9075-5a41bc166bf2,XSCM - 22-T10K5,giai1,97553,ER,6513,9999-12-31
﻿0ba82387-8eb4-4f7a-9a49-70e6bc501de6,XSCM - 22-T10K5,giaidb,959103,ER,6513,9999-12-31
