natural_key,id_province,id_prize,number,status,created_date,updated_date
﻿5ca8f129-345c-4817-b02d-a6d7caa38f19,XSTN - 11K3,giai8,"	65",ER,6530,9999-12-31
﻿49b6605b-a6a5-466d-9116-a063639ed633,XSTN - 11K3,giai7,"	516",ER,6530,9999-12-31
﻿88e5e217-6c09-421f-81e0-53b2c310f7fe,XSTN - 11K3,giai6,"	0866",ER,6530,9999-12-31
﻿7b232d8c-f29a-408b-95d4-24e385c672ce,XSTN - 11K3,giai6,"	4838",ER,6530,9999-12-31
﻿ffa8fbd5-8b28-4479-a9aa-ce5b2e49062c,XSTN - 11K3,giai6,"	2649",ER,6530,9999-12-31
﻿6b51affb-d0ad-41af-839f-5c30a4cda315,XSTN - 11K3,giai5,"	7673",ER,6530,9999-12-31
﻿14b3c5e9-b13a-4ab1-9b9b-f877a4ef73cd,XSTN - 11K3,giai4,"	95545",ER,6530,9999-12-31
﻿0f785660-f240-403d-9943-10455c34fdeb,XSTN - 11K3,giai4,"	76709",ER,6530,9999-12-31
﻿ed101cea-501f-4947-bf00-b0c6ac1b3ca1,XSTN - 11K3,giai4,"	52143",ER,6530,9999-12-31
﻿f3d88ff1-ed60-43f3-85fd-4701fa468f3c,XSTN - 11K3,giai4,"	92857",ER,6530,9999-12-31
﻿e27c5637-8101-40f7-a44a-02cbb388fd2a,XSTN - 11K3,giai4,"	71441",ER,6530,9999-12-31
﻿936c270c-792c-4adf-88f6-1698ff7bc18d,XSTN - 11K3,giai4,"	52517",ER,6530,9999-12-31
﻿6111b5ac-03b1-49db-9614-df161819e893,XSTN - 11K3,giai4,"	62935",ER,6530,9999-12-31
﻿202681d2-19dc-476b-9ffd-b5a803811acb,XSTN - 11K3,giai3,"	61843",ER,6530,9999-12-31
﻿ea92794f-6976-49ad-85ad-5a28d388bd4d,XSTN - 11K3,giai3,"	83576",ER,6530,9999-12-31
﻿d00cb3c9-f357-4fe4-b1d1-9771e425a94b,XSTN - 11K3,giai2,"	05014",ER,6530,9999-12-31
﻿24f4e073-2b6e-41a8-83bb-e9a58017e2de,XSTN - 11K3,giai1,"	56536",ER,6530,9999-12-31
﻿0deddf11-95a6-415a-9813-ebf761523138,XSTN - 11K3,giaidb,"	929130",ER,6530,9999-12-31
﻿454422e7-eb3c-463e-8f3e-3c6c0a3e7f31,XSAG - AG-11K3,giai8,"	79",ER,6530,9999-12-31
﻿7d3b8c84-deb4-4df2-a2ce-c262185122a6,XSAG - AG-11K3,giai7,"	839",ER,6530,9999-12-31
﻿8ff14187-918d-4b86-8555-cf46669285e5,XSAG - AG-11K3,giai6,"	1640",ER,6530,9999-12-31
﻿c8a600d3-ebe5-4690-84f6-9163fd43aa7c,XSAG - AG-11K3,giai6,"	7278",ER,6530,9999-12-31
﻿5d8cb99d-9cf9-4f53-b754-87ed87c3ed26,XSAG - AG-11K3,giai6,"	3743",ER,6530,9999-12-31
﻿3a90f9a9-9d93-4e2a-a08f-b7dbabe233f3,XSAG - AG-11K3,giai5,"	7843",ER,6530,9999-12-31
﻿31cfee5f-b3eb-4122-b4f9-23cab71546a0,XSAG - AG-11K3,giai4,"	13950",ER,6530,9999-12-31
﻿2c02fc3b-ce16-4125-831f-1085e95d902b,XSAG - AG-11K3,giai4,"	75819",ER,6530,9999-12-31
﻿74717bdc-8655-4f24-b6c6-a1c9c26a30e6,XSAG - AG-11K3,giai4,"	92909",ER,6530,9999-12-31
﻿9a327464-1b67-4027-97a2-467a2645150c,XSAG - AG-11K3,giai4,"	97648",ER,6530,9999-12-31
﻿1ee957de-a4b3-4354-a70c-96d5c5465350,XSAG - AG-11K3,giai4,"	94257",ER,6530,9999-12-31
﻿1e103742-86ab-498e-9bc2-3a55f4c009b3,XSAG - AG-11K3,giai4,"	89975",ER,6530,9999-12-31
﻿03299a05-9554-40f8-81d4-2652fea8c155,XSAG - AG-11K3,giai4,"	81458",ER,6530,9999-12-31
﻿ed9c1716-d488-45ea-98fd-5a34d9de3d69,XSAG - AG-11K3,giai3,"	26921",ER,6530,9999-12-31
﻿2efe70f8-ab33-485e-b7c8-3fd4ca9add17,XSAG - AG-11K3,giai3,"	49307",ER,6530,9999-12-31
﻿df2440d9-93f4-42d9-8fb0-aeb5e7ee27ae,XSAG - AG-11K3,giai2,"	95376",ER,6530,9999-12-31
﻿4aad987f-817d-4143-a0ef-e10ce98aea8d,XSAG - AG-11K3,giai1,"	07369",ER,6530,9999-12-31
﻿36e33951-347c-4728-b436-9ad84b01e5a6,XSAG - AG-11K3,giaidb,"	602856",ER,6530,9999-12-31
﻿f47b52ac-120f-4afc-9884-a053db645200,XSBTH - 11K3,giai8,"	59",ER,6530,9999-12-31
﻿3da1475c-aa70-4aaa-9c84-eaed36382d94,XSBTH - 11K3,giai7,"	587",ER,6530,9999-12-31
﻿0a788bf0-f177-450f-bdbf-aa95136bab39,XSBTH - 11K3,giai6,"	2884",ER,6530,9999-12-31
﻿22ca184d-440a-47af-9a98-e73143105294,XSBTH - 11K3,giai6,"	9918",ER,6530,9999-12-31
﻿40186284-2d1d-4107-8897-e9bb61d94a01,XSBTH - 11K3,giai6,"	6181",ER,6530,9999-12-31
﻿f3657e96-3c99-41c0-b213-215bbb9d4efe,XSBTH - 11K3,giai5,"	2954",ER,6530,9999-12-31
﻿1c5993c9-2bc6-4d79-b6f5-ed07addeadc8,XSBTH - 11K3,giai4,"	43243",ER,6530,9999-12-31
﻿b23bc587-45e6-47f0-a504-e64c87882fd7,XSBTH - 11K3,giai4,"	43715",ER,6530,9999-12-31
﻿5ffcfff4-9668-44ca-a6b1-964a6f63830b,XSBTH - 11K3,giai4,"	39710",ER,6530,9999-12-31
﻿fb373b2f-e882-4cdd-9e97-93b65c1195da,XSBTH - 11K3,giai4,"	31411",ER,6530,9999-12-31
﻿f3d10118-1b5f-4ce3-8fc6-0d4b3d00df3e,XSBTH - 11K3,giai4,"	77451",ER,6530,9999-12-31
﻿94bc62ce-c8ee-4780-8c92-ba1cf969fb2b,XSBTH - 11K3,giai4,"	22676",ER,6530,9999-12-31
﻿7d14f08f-01db-436d-8855-2c3918c307a6,XSBTH - 11K3,giai4,"	83258",ER,6530,9999-12-31
﻿a7d15490-ac52-40bc-a423-04809d290b55,XSBTH - 11K3,giai3,"	90802",ER,6530,9999-12-31
﻿1b8d3d2b-a31f-43d6-80d7-bd5eacb1e1a5,XSBTH - 11K3,giai3,"	01569",ER,6530,9999-12-31
﻿dc20c86e-cbb9-4281-8228-b794f97622d0,XSBTH - 11K3,giai2,"	07478",ER,6530,9999-12-31
﻿00548b58-a274-4687-8838-0cf5f535f4cb,XSBTH - 11K3,giai1,"	81072",ER,6530,9999-12-31
﻿af8c847a-0d12-4e50-8e99-577c6a2c9897,XSBTH - 11K3,giaidb,"	071559",ER,6530,9999-12-31
