natural_key,id_province,id_prize,number,status,created_date,updated_date
﻿8f27943f-8886-4d3b-b305-4200f602af91,XSBTR - K44-T11,giai8,19,ER,6514,9999-12-31
﻿3f0d554d-bc17-477e-be83-460a3f7391c7,XSBTR - K44-T11,giai7,552,ER,6514,9999-12-31
﻿89cffc93-d880-4766-8d9c-dcf950da29ff,XSBTR - K44-T11,giai6,0296,ER,6514,9999-12-31
﻿3ea443dc-a2d8-449f-98bc-cf6af4df56a8,XSBTR - K44-T11,giai6,9382,ER,6514,9999-12-31
﻿0b41c5f9-936d-4790-b075-2108aa67049f,XSBTR - K44-T11,giai6,9172,ER,6514,9999-12-31
﻿8405a939-ef7e-45d1-9035-2075a43197a4,XSBTR - K44-T11,giai5,5963,ER,6514,9999-12-31
﻿bd876294-b3dd-4c57-8ddb-dfbffc399083,XSBTR - K44-T11,giai4,13402,ER,6514,9999-12-31
﻿9c9a91eb-b773-4f06-af55-28660ae4d37c,XSBTR - K44-T11,giai4,61187,ER,6514,9999-12-31
﻿c6130f75-8e2e-41ee-a1d1-0dfcc2b2bdab,XSBTR - K44-T11,giai4,52095,ER,6514,9999-12-31
﻿8a3230ec-c7f5-4564-be17-2d68e2600bbc,XSBTR - K44-T11,giai4,08813,ER,6514,9999-12-31
﻿714f952b-7d5d-429d-b488-519bc1759354,XSBTR - K44-T11,giai4,20936,ER,6514,9999-12-31
﻿58ca6a0d-c45b-41b8-9ee8-c59546424963,XSBTR - K44-T11,giai4,67716,ER,6514,9999-12-31
﻿2379a2a3-5082-412d-b153-94240913c930,XSBTR - K44-T11,giai4,58252,ER,6514,9999-12-31
﻿653ad2ed-4633-4619-8eb5-7127f08dc468,XSBTR - K44-T11,giai3,30639,ER,6514,9999-12-31
﻿d4e7d507-1cce-49e8-82a2-51a1f1724b23,XSBTR - K44-T11,giai3,46953,ER,6514,9999-12-31
﻿db131755-26ea-493d-954b-d9b2f4b3d358,XSBTR - K44-T11,giai2,38398,ER,6514,9999-12-31
﻿53879095-42d1-4761-9b0c-acd140dbe641,XSBTR - K44-T11,giai1,51241,ER,6514,9999-12-31
﻿9b22618c-1c04-4876-b3ed-1d89c006ed12,XSBTR - K44-T11,giaidb,267454,ER,6514,9999-12-31
﻿2b7a4635-c5fd-433f-9134-4984361df5f4,XSVT - 11A,giai8,60,ER,6514,9999-12-31
﻿1e4ca109-1e9e-497c-816c-8c2b61b5fdb5,XSVT - 11A,giai7,585,ER,6514,9999-12-31
﻿f02d84b9-4d0d-497b-8ca0-335aa7ac72c4,XSVT - 11A,giai6,4059,ER,6514,9999-12-31
﻿170bda7f-4565-4aaa-9cbf-ba4265d4a105,XSVT - 11A,giai6,3694,ER,6514,9999-12-31
﻿73db4c77-f825-46f3-9d10-ef92caabfc25,XSVT - 11A,giai6,5144,ER,6514,9999-12-31
﻿b84c0873-5359-4568-b39a-68865c73cd5a,XSVT - 11A,giai5,4090,ER,6514,9999-12-31
﻿a0f929c0-a8af-4501-82e0-a3af18dc282e,XSVT - 11A,giai4,81725,ER,6514,9999-12-31
﻿6a8ce600-52ed-4ecb-8daa-d109cb1632ce,XSVT - 11A,giai4,93585,ER,6514,9999-12-31
﻿cb5efc83-f7a8-4f4d-91a3-b53a7c503b24,XSVT - 11A,giai4,75824,ER,6514,9999-12-31
﻿7cff121c-3426-413a-aca9-8d9aed73751b,XSVT - 11A,giai4,81792,ER,6514,9999-12-31
﻿4e2e2fbe-adfb-4d01-b9a0-09959eb387df,XSVT - 11A,giai4,31468,ER,6514,9999-12-31
﻿58ea8a3a-eddd-4987-9856-806eee93725f,XSVT - 11A,giai4,11714,ER,6514,9999-12-31
﻿61e329fc-4abc-4db9-92d1-1ddaba16ae19,XSVT - 11A,giai4,84948,ER,6514,9999-12-31
﻿1edf1abb-0259-4196-ae68-065ac956b7e0,XSVT - 11A,giai3,74804,ER,6514,9999-12-31
﻿ac5490b6-1880-442f-8fac-ac2cf450aba1,XSVT - 11A,giai3,53727,ER,6514,9999-12-31
﻿5c9046cf-b89e-489d-9825-21a0aa54704b,XSVT - 11A,giai2,42445,ER,6514,9999-12-31
﻿5f91c21f-d92e-4363-9ab1-b1850c8041f2,XSVT - 11A,giai1,72322,ER,6514,9999-12-31
﻿03905e8e-0757-4b87-8b10-af7e1e84fb01,XSVT - 11A,giaidb,165010,ER,6514,9999-12-31
﻿0a592a9b-30a5-4b4c-bf91-69b03bf4eb02,XSBL - T11-K1,giai8,75,ER,6514,9999-12-31
﻿92900939-27a6-4a61-849d-bca714aa3b9c,XSBL - T11-K1,giai7,815,ER,6514,9999-12-31
﻿85184816-134c-4ff1-8d8a-b443ad40d4fa,XSBL - T11-K1,giai6,0148,ER,6514,9999-12-31
﻿0dbfe6cb-f658-4689-a6a6-c91dd85417e3,XSBL - T11-K1,giai6,2536,ER,6514,9999-12-31
﻿2d0a446d-3f4e-4e4f-998b-280deec154af,XSBL - T11-K1,giai6,5915,ER,6514,9999-12-31
﻿98c2789a-bce7-4834-9cd6-8015d9293924,XSBL - T11-K1,giai5,9531,ER,6514,9999-12-31
﻿62f3a4a2-cf7a-434f-ad21-44b767d794f7,XSBL - T11-K1,giai4,72338,ER,6514,9999-12-31
﻿f372d159-8d14-435f-baef-2eff58e1d231,XSBL - T11-K1,giai4,04183,ER,6514,9999-12-31
﻿df05b9a8-e568-4b15-bdec-9efb9b9fc2d1,XSBL - T11-K1,giai4,98045,ER,6514,9999-12-31
﻿add834cd-6d13-4043-883d-a7637119f932,XSBL - T11-K1,giai4,35598,ER,6514,9999-12-31
﻿54f1c985-d10d-4a0a-a3a6-5608179f68ff,XSBL - T11-K1,giai4,13976,ER,6514,9999-12-31
﻿5ca332ef-6757-43cf-9098-ebe5363a5505,XSBL - T11-K1,giai4,93104,ER,6514,9999-12-31
﻿3bc53b1b-59c9-408d-881b-959d14d6e52e,XSBL - T11-K1,giai4,35118,ER,6514,9999-12-31
﻿dd206b91-73c9-4d8d-9c8b-a38a505106ac,XSBL - T11-K1,giai3,46652,ER,6514,9999-12-31
﻿93cd5b1e-1e32-4e5c-ba5b-fe56eee15927,XSBL - T11-K1,giai3,42457,ER,6514,9999-12-31
﻿d45f8158-9306-476e-b5c1-21df5d8a8bdd,XSBL - T11-K1,giai2,90991,ER,6514,9999-12-31
﻿667a8aab-6d12-45d5-9024-4c0c340e1f0f,XSBL - T11-K1,giai1,96310,ER,6514,9999-12-31
﻿5ed29bf3-1f70-464b-8788-d5b8c5155ca5,XSBL - T11-K1,giaidb,856665,ER,6514,9999-12-31
