natural_key,id_province,id_prize,number,status,created_date,updated_date
﻿702a7843-1de8-4c2e-859d-2bc55db56df9,XSBD - 12K48,giai6,"	8280",ER,6545,9999-12-31
﻿a2d7c9fe-0dc2-42d4-a410-d2cc5691da4a,XSBD - 12K48,giai6,"	8849",ER,6545,9999-12-31
﻿52089102-4eb5-4591-9215-89cfd53ff215,XSBD - 12K48,giai5,"	2688",ER,6545,9999-12-31
﻿98d78242-b0dc-4c87-a816-7ec84e5607e3,XSBD - 12K48,giai4,"	90595",ER,6545,9999-12-31
﻿d3501165-f601-43d7-816f-da51b1bedc56,XSBD - 12K48,giai4,"	65452",ER,6545,9999-12-31
﻿e0c074a7-dc55-4768-9b6d-ae6050e5919b,XSBD - 12K48,giai4,"	59333",ER,6545,9999-12-31
﻿2e506299-cd4e-4f2e-aab2-57ee890e36b5,XSBD - 12K48,giai4,"	28291",ER,6545,9999-12-31
﻿e4ae824d-d8bf-4ab4-bc83-ae1b87ceaed0,XSBD - 12K48,giai4,"	24117",ER,6545,9999-12-31
﻿c425f929-64b0-4e09-824e-06a434a6fc74,XSBD - 12K48,giai4,"	42108",ER,6545,9999-12-31
﻿ed0bb3f3-d998-4f90-ac7c-5738c56c22ce,XSBD - 12K48,giai4,"	91342",ER,6545,9999-12-31
﻿d03a9876-4b91-421d-b464-a53752f051eb,XSBD - 12K48,giai3,"	77739",ER,6545,9999-12-31
﻿3da0056f-fc57-4ea5-9089-8d69dc1ffdcd,XSBD - 12K48,giai3,"	10692",ER,6545,9999-12-31
﻿62f7c1eb-8270-4b8e-86d1-2c678108632e,XSBD - 12K48,giai2,"	91943",ER,6545,9999-12-31
﻿3a39c62f-1ab2-4982-93a8-4caa6231fdfe,XSBD - 12K48,giai1,"	21794",ER,6545,9999-12-31
﻿c6c1ce30-55d3-4bbe-b74c-705e86dfca5b,XSBD - 12K48,giaidb,"	101095",ER,6545,9999-12-31
﻿7792ebe2-fd8d-485e-af20-be1c854098a2,XSTV - 31TV48,giai8,"	36",ER,6545,9999-12-31
﻿47ec2403-3ce1-424b-9e41-87d72ae945cd,XSTV - 31TV48,giai7,"	775",ER,6545,9999-12-31
﻿df3c417e-1348-44be-ab27-9fbed03acbdb,XSTV - 31TV48,giai6,"	0899",ER,6545,9999-12-31
﻿a6b6efb1-375b-417d-8a39-1864a33a93f1,XSTV - 31TV48,giai6,"	4437",ER,6545,9999-12-31
﻿69acd809-e14f-4d9b-98c7-d3d04173c1ce,XSTV - 31TV48,giai6,"	3690",ER,6545,9999-12-31
﻿45cae04c-ae8c-4ebf-a231-2db1f34132f0,XSTV - 31TV48,giai5,"	4660",ER,6545,9999-12-31
﻿e302cbd0-aad7-4205-9a33-c28ca39dcc73,XSTV - 31TV48,giai4,"	48846",ER,6545,9999-12-31
﻿19418c4b-5187-4e0c-82b5-4049a70bc023,XSTV - 31TV48,giai4,"	67847",ER,6545,9999-12-31
﻿33138af1-4c73-459c-8ae7-211dfb5062ec,XSTV - 31TV48,giai4,"	92016",ER,6545,9999-12-31
﻿ec8a645e-58cd-43b5-a149-0a84ee5caae1,XSTV - 31TV48,giai4,"	52451",ER,6545,9999-12-31
﻿215f85ad-98f0-4100-abe6-39669250449a,XSTV - 31TV48,giai4,"	72153",ER,6545,9999-12-31
﻿5a44ea22-60a3-4135-ba6c-304aa097e928,XSTV - 31TV48,giai4,"	41240",ER,6545,9999-12-31
﻿614375cf-ebc8-47c1-b4d7-1162ef3988eb,XSTV - 31TV48,giai4,"	39446",ER,6545,9999-12-31
﻿231bbc18-a34b-4cb8-bb91-207b196100bd,XSTV - 31TV48,giai3,"	91071",ER,6545,9999-12-31
﻿7fc65c79-f7d2-48ec-813f-03242924abed,XSTV - 31TV48,giai3,"	78011",ER,6545,9999-12-31
﻿e99617bf-4c39-4c97-b858-898199e5fcea,XSTV - 31TV48,giai2,"	00593",ER,6545,9999-12-31
﻿57d85111-f355-4f75-913d-0a81776208f4,XSTV - 31TV48,giai1,"	54702",ER,6545,9999-12-31
﻿91581193-6f66-4364-95a4-e107e7a8ed0a,XSTV - 31TV48,giaidb,"	213760",ER,6545,9999-12-31
